round,strategy,lr,local_epochs,global_val_mape,global_val_rmse,global_val_mae,global_val_mpe,global_val_nrmse,global_val_r2,server_optimizer,server_lr_scale,effective_server_lr,max_coordinate_step_ratio,aggregation_delta_norm,server_update_norm,server_update_clipped,coordinate_step_clipped,coordinate_direction_rejected,selected_candidate_id,requested_candidate_id,gate_status,candidate_score,candidate_source,candidate_budget,weight_l1_from_previous,selection_epsilon,llm_score_tolerance,weight_l1_change_limit,Client 1_val_mape,Client 1_n_samples,Client 1_train_loss,Client 1_update_norm,Client 1_update_delta_norm,Client 1_validation_gap,Client 2_val_mape,Client 2_n_samples,Client 2_train_loss,Client 2_update_norm,Client 2_update_delta_norm,Client 2_validation_gap,Client 3_val_mape,Client 3_n_samples,Client 3_train_loss,Client 3_update_norm,Client 3_update_delta_norm,Client 3_validation_gap,Client 1_weight,Client 2_weight,Client 3_weight
1,size_only,0.0005,20,0.9999986,3907377.0,2983938.2,-0.9999986,0.35128263,-1.3991379737854004,fedyogi,1.0,0.5,1.0,13.036936016538236,9.40829724423636,False,True,False,,,,,,,,,,,0.9999087452888489,148,1566.158251953125,13.202980828336942,13.202980828336942,1.9998174905776978,0.9999753832817078,150,1602.8050048828125,12.958765266907944,12.958765266907944,1.9999507665634155,0.9999959468841553,140,1353.9193359375,13.438986621784245,13.438986621784245,1.9999918937683105,0.3378995433789954,0.3424657534246575,0.319634703196347
2,size_only,0.0005,20,0.9997841,3904447.8,2982554.8,-0.9997841,0.35101926,-1.3955423831939697,fedyogi,1.0,0.5,1.0,5.736756472854801,5.011666630483077,False,True,True,,,,,,,,,,,0.9997989535331726,148,1471.449853515625,5.9586715785641875,5.9586715785641875,1.9995979070663452,0.9998409748077393,150,1500.8354248046876,6.152281310418215,6.152281310418215,1.9996819496154785,0.9999501705169678,140,1288.911376953125,6.427474595070843,6.427474595070843,1.9999003410339355,0.3378995433789954,0.3424657534246575,0.319634703196347
3,size_only,0.0005,20,0.9991769,3898947.2,2979416.5,-0.9991769,0.35052475,-1.3887975215911865,fedyogi,1.0,0.5,1.0,5.911277419724813,3.743282461847935,False,True,True,,,,,,,,,,,0.9995790719985962,148,1398.6789794921874,6.822176703788622,6.822176703788622,1.9991581439971924,0.9995667338371277,150,1403.001806640625,6.060737330928454,6.060737330928454,1.9991334676742554,0.9997732639312744,140,1225.4203369140625,6.253401380327435,6.253401380327435,1.9995465278625488,0.3378995433789954,0.3424657534246575,0.319634703196347
4,size_only,0.0005,20,0.9986678,3897893.8,2977942.2,-0.9986678,0.35043004,-1.3875064849853516,fedyogi,1.0,0.5,1.0,7.09902852473629,4.60023467545573,False,True,True,,,,,,,,,,,0.9991092681884766,148,1303.7710693359375,7.658223437054123,7.658223437054123,1.9982185363769531,0.9989365935325623,150,1312.6415283203125,7.775257003922037,7.775257003922037,1.9978731870651245,0.9992262721061707,140,1104.5896240234374,7.121883431305579,7.121883431305579,1.9984525442123413,0.3378995433789954,0.3424657534246575,0.319634703196347
5,size_only,0.0005,20,0.9980755,3896370.2,2976169.8,-0.9980755,0.3502931,-1.3856406211853027,fedyogi,1.0,0.5,1.0,6.0811714144207825,4.6409520605086385,False,True,True,,,,,,,,,,,0.9986136555671692,148,1221.33486328125,7.287801935165175,7.287801935165175,1.9972273111343384,0.997546374797821,150,1255.3586669921874,6.944049874911188,6.944049874911188,1.995092749595642,0.9986791610717773,140,1044.2361938476563,5.342647791822221,5.342647791822221,1.9973583221435547,0.3378995433789954,0.3424657534246575,0.319634703196347
6,size_only,0.0005,20,0.9969774,3892072.5,2972421.2,-0.9969774,0.3499067,-1.3803808689117432,fedyogi,1.0,0.5,1.0,4.97553900971179,4.1982472648344356,False,True,True,,,,,,,,,,,0.9974458813667297,148,1153.1290161132813,6.594667485586058,6.594667485586058,1.9948917627334595,0.9952705502510071,150,1169.11201171875,5.917153153829851,5.917153153829851,1.9905411005020142,0.9974505305290222,140,968.2703979492187,4.8348406082961555,4.8348406082961555,1.9949010610580444,0.3378995433789954,0.3424657534246575,0.319634703196347
7,size_only,0.0005,20,0.99454546,3881174.0,2963606.2,-0.99454546,0.3489269,-1.3670685291290283,fedyogi,1.0,0.5,1.0,4.777386470300236,4.1837317889963614,False,True,True,,,,,,,,,,,0.9953164458274841,148,1031.833544921875,5.749735737405059,5.749735737405059,1.9906328916549683,0.9917797446250916,150,1039.1481689453126,6.792039221781267,6.792039221781267,1.983559489250183,0.9946675896644592,140,879.1058349609375,4.220408253878281,4.220408253878281,1.9893351793289185,0.3378995433789954,0.3424657534246575,0.319634703196347
8,size_only,0.0005,20,0.99102795,3863646.2,2950389.0,-0.99102795,0.34735113,-1.3457369804382324,fedyogi,1.0,0.5,1.0,4.044796202646514,3.6600074450480085,False,True,True,,,,,,,,,,,0.9925779104232788,148,955.7084838867188,5.480443840840632,5.480443840840632,1.9851558208465576,0.9845048785209656,150,944.1162475585937,6.013326585003645,6.013326585003645,1.9690097570419312,0.991363525390625,140,790.113232421875,4.201964807332435,4.201964807332435,1.98272705078125,0.3378995433789954,0.3424657534246575,0.319634703196347
9,size_only,0.0005,20,0.9853371,3836207.2,2929234.8,-0.9853371,0.34488428,-1.3125371932983398,fedyogi,1.0,0.5,1.0,4.046340733990032,3.2907340797317843,False,True,True,,,,,,,,,,,0.9878454804420471,148,851.1963256835937,4.626113778113199,4.626113778113199,1.9756909608840942,0.9758895039558411,150,875.6343017578125,5.608797992905299,5.608797992905299,1.9517790079116821,0.9852818250656128,140,726.3816650390625,4.453396069075546,4.453396069075546,1.9705636501312256,0.3378995433789954,0.3424657534246575,0.319634703196347
10,size_only,0.0005,20,0.9779488,3799742.0,2901315.5,-0.9779488,0.34160596,-1.268782377243042,fedyogi,1.0,0.5,1.0,3.4478270998638676,2.734687429711527,False,True,True,,,,,,,,,,,0.9823974967002869,148,749.83828125,4.491357218149243,4.491357218149243,1.9647949934005737,0.964524507522583,150,757.5885498046875,5.119120878047175,5.119120878047175,1.929049015045166,0.9754807353019714,140,631.3685302734375,4.774673129947417,4.774673129947417,1.9509614706039429,0.3378995433789954,0.3424657534246575,0.319634703196347
11,size_only,0.0005,20,0.9649086,3744934.0,2857534.0,-0.9649086,0.3366786,-1.2038037776947021,fedyogi,1.0,0.5,1.0,3.7339222329064543,2.5788193020388466,False,True,True,,,,,,,,,,,0.9719662666320801,148,655.8082275390625,4.202133521899047,4.202133521899047,1.9439325332641602,0.9493778347969055,150,645.6557983398437,5.325143862154803,5.325143862154803,1.898755669593811,0.9614331722259521,140,537.6159606933594,5.385182894012942,5.385182894012942,1.9228663444519043,0.3378995433789954,0.3424657534246575,0.319634703196347
12,size_only,0.0005,20,0.94882774,3683555.2,2806301.8,-0.94882774,0.33116052,-1.1321558952331543,fedyogi,1.0,0.5,1.0,4.204740333463218,3.1773303284425656,False,True,True,,,,,,,,,,,0.9582545757293701,148,580.723974609375,4.9119019317372254,4.9119019317372254,1.9165091514587402,0.9259398579597473,150,558.9437255859375,4.90465127887791,4.90465127887791,1.8518797159194946,0.9443843364715576,140,467.11272583007815,5.927222588691437,5.927222588691437,1.8887686729431152,0.3378995433789954,0.3424657534246575,0.319634703196347
13,size_only,0.0005,20,0.9246015,3606535.8,2737191.5,-0.9246015,0.32423627,-1.0439255237579346,fedyogi,1.0,0.5,1.0,4.71468529493709,3.7814344704458085,False,True,True,,,,,,,,,,,0.9422193765640259,148,468.68359375,5.934888428450679,5.934888428450679,1.8844387531280518,0.8978636860847473,150,475.7978881835937,5.863812336842236,5.863812336842236,1.7957273721694946,0.9142894744873047,140,358.4820861816406,5.5920035370099335,5.5920035370099335,1.8285789489746094,0.3378995433789954,0.3424657534246575,0.319634703196347
14,size_only,0.0005,20,0.8932692,3524637.2,2657968.0,-0.8932692,0.3168734,-0.9521512985229492,fedyogi,1.0,0.5,1.0,4.902090725550724,3.8418061614740857,False,True,True,,,,,,,,,,,0.9097815155982971,148,374.0875549316406,4.903327413768258,4.903327413768258,1.8195630311965942,0.8501283526420593,150,382.7703491210938,5.870366714686116,5.870366714686116,1.7002567052841187,0.8881039023399353,140,294.6939697265625,7.23953285747056,7.23953285747056,1.7762078046798706,0.3378995433789954,0.3424657534246575,0.319634703196347
15,size_only,0.0005,20,0.84980214,3383591.2,2532494.0,-0.84980214,0.30419302,-0.7990381717681885,fedyogi,1.0,0.5,1.0,5.364869672264064,3.5771445619639572,False,True,True,,,,,,,,,,,0.8708819150924683,148,285.76015014648436,4.654480532049282,4.654480532049282,1.7417638301849365,0.8162751793861389,150,291.3820068359375,5.8951990608095155,5.8951990608095155,1.6325503587722778,0.8287977576255798,140,192.69667053222656,8.697848389481715,8.697848389481715,1.6575955152511597,0.3378995433789954,0.3424657534246575,0.319634703196347
16,size_only,0.0005,20,0.78508866,3231840.0,2382080.5,-0.78508866,0.2905502,-0.6412860155105591,fedyogi,1.0,0.5,1.0,6.297231193546116,3.7821327518340375,False,True,True,,,,,,,,,,,0.8097591400146484,148,229.02779846191407,6.245823560009305,6.245823560009305,1.6195182800292969,0.7592583894729614,150,212.35132446289063,7.162055858599182,7.162055858599182,1.5185167789459229,0.7546513676643372,140,166.67232360839844,8.04717938888929,8.04717938888929,1.5093027353286743,0.3378995433789954,0.3424657534246575,0.319634703196347
17,size_only,0.0005,20,0.6807149,2977251.0,2130831.0,-0.6789202,0.26766205,-0.392885684967041,fedyogi,1.0,0.5,1.0,7.18469985902747,3.9489421038706687,False,True,True,,,,,,,,,,,0.7376046180725098,148,149.77078094482422,6.320215279492127,6.320215279492127,1.4752092361450195,0.6682135462760925,150,142.5219955444336,8.15115952629804,8.15115952629804,1.336427092552185,0.6449572443962097,140,103.6285171508789,9.228381410578168,9.228381410578168,1.2714619636535645,0.3378995433789954,0.3424657534246575,0.319634703196347
18,size_only,0.0005,20,0.5614431,2665628.5,1815205.6,-0.5422432,0.23964643,-0.11656463146209717,fedyogi,1.0,0.5,1.0,5.708672890293346,3.50468231688706,False,True,True,,,,,,,,,,,0.6133450865745544,148,100.56470489501953,5.500677325471967,5.500677325471967,1.2097063064575195,0.556823194026947,150,96.89035491943359,6.456647441525864,6.456647441525864,1.1120059490203857,0.5234731435775757,140,53.47611503601074,8.002617300196484,8.002617300196484,0.9728536605834961,0.3378995433789954,0.3424657534246575,0.319634703196347
19,size_only,0.0005,20,0.4566078,2370473.0,1525380.5,-0.3762906,0.21311124,0.1170123815536499,fedyogi,1.0,0.5,1.0,5.630100548043961,2.986883465219313,False,True,True,,,,,,,,,,,0.5272437930107117,148,67.46263885498047,5.740116297951303,5.740116297951303,0.9948791265487671,0.4423949718475342,150,61.06312866210938,6.043122244300239,6.043122244300239,0.8637368679046631,0.4536553919315338,140,42.682913589477536,7.511409608073,7.511409608073,0.6643128395080566,0.3378995433789954,0.3424657534246575,0.319634703196347
20,size_only,0.0005,20,0.40191242,2072271.2,1278430.0,-0.19870515,0.18630219,0.3251957893371582,fedyogi,1.0,0.5,1.0,5.495690277178957,3.3159270220938497,False,True,True,,,,,,,,,,,0.4253824055194855,148,39.1915340423584,5.219117570774539,5.219117570774539,0.7435013651847839,0.3828427195549011,150,36.044678115844725,5.971892881601902,5.971892881601902,0.6455062627792358,0.37159472703933716,140,36.32863998413086,8.223326367845052,8.223326367845052,0.4312617778778076,0.3378995433789954,0.3424657534246575,0.319634703196347
21,size_only,0.0005,20,0.4046114,1874668.6,1164885.2,-0.058821414,0.16853723,0.4477526545524597,fedyogi,1.0,0.5,1.0,4.155371118555425,2.2912605697535953,False,True,True,,,,,,,,,,,0.3867725431919098,148,42.28862075805664,4.949540665747662,4.949540665747662,0.5119850039482117,0.3877270817756653,150,42.372216033935544,5.049062866523493,5.049062866523493,0.46230873465538025,0.4397844672203064,140,35.79535675048828,6.083462371273184,6.083462371273184,0.32130488753318787,0.3378995433789954,0.3424657534246575,0.319634703196347
22,size_only,0.0005,20,0.42093608,1857657.9,1166477.8,0.040236786,0.16700792,0.4577293395996094,fedyogi,1.0,0.5,1.0,3.3814215798887117,2.365639739353354,False,True,True,,,,,,,,,,,0.40023326873779297,148,23.321335220336913,4.55480411356929,4.55480411356929,0.4714909493923187,0.3870387375354767,150,32.8319507598877,4.734753783773072,4.734753783773072,0.3749931752681732,0.440914124250412,140,29.385052490234376,5.879952008517101,5.879952008517101,0.2727769613265991,0.3378995433789954,0.3424657534246575,0.319634703196347
23,size_only,0.0005,20,0.40470657,1802602.4,1117407.5,0.06341809,0.16205831,0.4893956184387207,fedyogi,1.0,0.5,1.0,2.6130146881068503,1.8368754888710803,False,True,True,,,,,,,,,,,0.38131868839263916,148,33.99181938171387,4.278634096071595,4.278634096071595,0.4511917233467102,0.48499178886413574,150,32.38672103881836,3.770606589415904,3.770606589415904,0.3692404627799988,0.4222359359264374,140,28.75816650390625,4.804494751633437,4.804494751633437,0.2687080502510071,0.3378995433789954,0.3424657534246575,0.319634703196347
